469937,Wrap Around Patio With City Lights & Mountain View,33.791858,-118.161654,"Signal Hill, CA, USA",15,4.9,96,,,,195,,30,3,1,1,condo,Yes,2013,Within 12 hours,100%,"June 7, 2017",condo,2,750,state,building,Long Beach
901341,"1 Mile To Disneyland & Convention Center, House For Up To 10.",33.791803,-117.923473,"Southwest Anaheim, Anaheim, CA, USA",4,4.5,213,225,,,115,,3,10,3,2,house,Yes,2016,Within an hour,100%,"June 5, 2017",house,,1410,10,,Long Beach,CA
966465,15% off now through the end of April 2017,33.861438,-117.999507,"Buena Park, CA, USA",15,4.8,256,,,,,,2,10,4,3,house,Yes,2006,Within an hour,,"June 9, 2017",house,,1660,10,,Long Beach,CA
1004625,"Newly Renovated 2016, One block to Main Street Downtown and Beach!",33.660033,-118.0017989,"Huntington Beach, CA, USA",0,,600,,,,250,7.25%,14,6,3,2,house,Yes,2017,,,"May 26, 2017",house,,1800,6,,Long Beach,CA
4456150ha,"Beach Bungalow 1 1/2 Blocks From The Water, 1 Block From The Riviera Village!",,,"South Redondo, Redondo Beach, CA, USA",1,,500,,,,500,11.0%,30,6,3,2,house,Yes,2016,Within a few hours,100%,"May 31, 2017",house,,1500,6,,Long Beach,CA
1013417,Beautifully remodeled Beach Condo 2 bedroom 2 bath,33.74230257,-118.11058412,"Old Towne, Seal Beach, CA, USA",0,,286,,,,,,7,4,2,2,condo,Yes,2014,Within 12 hours,90%,"June 8, 2017",condo,2,1500,4,building,Long Beach,CA
1038016,Adorable Beach House 5 Blocks from Huntington Beach,,,"Huntington Beach, CA, USA",0,,429,,,,200,,7,4,2,1,house,Yes,2016,,,"April 20, 2017",house,,900,,,Long Beach,CA
1062243,Panoramic Oceanview Detached Townhome - 2 Blocks from the Beach - Perfect Escape,,,"Hermosa Beach, CA, USA",0,,367,400,,,200,12.0%,30,7,3,2,townhome,Yes,2017,,,"May 9, 2017",townhome,,1737,,,Long Beach,CA
212722,"Sunset Beach, California on the Sand. Live Your Dream!",,,"Sunset Beach, Huntington Beach, CA, USA",9,4.4,763,771,850,,150,,3,6,2,2,house,Yes,2008,Within an hour,90%,"June 4, 2017",house,,,6,,Long Beach,CA
961801ha,"Sunset Beach, California on the Sand. Live Your Dream!",33.7136224,-118.0668193,"Sunset Beach, Huntington Beach, CA, USA",9,4.4,771,700,,,150,,3,6,2,2,house,No,2008,Within an hour,90%,"June 4, 2017",house,,,6,,Long Beach,CA
3524056ha,"Updated Front & Back Cottages! Patio, Courtyard, Walk to the Beach (68265)",33.617176,-117.932983,"Balboa Peninsula, Newport Beach, CA, USA",25,4.8,352,,,,,,2,8,3,2,house,Yes,2008,Within a day,,"June 9, 2017",house,,,8,,Long Beach,CA
509240,Stunning Modern Guest House: 1 Block From The Beach Sleeps 8,33.662421,-118.006812,"Huntington Beach, CA, USA",39,,450,450,,,,,3,8,4,2,house,Yes,2013,Within an hour,100%,"June 7, 2017",house,,1800,8,,Long Beach,CA
4136300ha,#Luxury 3BR Townhouse w/OCEAN VIEW!,33.9044792,-118.419769,"El Porto, Manhattan Beach, CA, USA",2,,492,,,,,,5,7,3,3,house,Yes,2014,Within a few hours,,"June 8, 2017",house,,2000,7,,Long Beach,CA
888576,Paseo De La Playa...,33.814118,-118.390093,"Torrance Beach, Torrance, CA, USA",2,,820,820,,,150,,2,6,3,3,condo,Yes,2016,Within an hour,90%,"June 8, 2017",condo,2,1500,6,building,Long Beach,CA
4293024ha,SUMMER DATES STILL OPEN- BOOK NOW BEFORE IT's GONE - 5BR W/ Air Conditioning,33.628826,-117.923373,"Newport Beach, CA, USA",2,,525,,,,,,3,10,5,4,townhome,Yes,2005,Within an hour,,"June 9, 2017",townhome,,3286,10,,Long Beach,CA
960513,Favorite Vacation Beach Home (lower unit) - Steps from the Beach!,33.612706,-117.931501,"Balboa Peninsula, Newport Beach, CA, USA",0,,200,,,,,,0,6,2,1,house,Yes,2004,Within a day,,"June 8, 2017",house,,,6,,Long Beach,CA
1038249,Beautiful Retreat Setting with Yoga studio,33.9820302,-118.0275922,"Whittier, CA, USA",0,,214,250,,,,,2,6,3,1,house,Yes,2017,Within an hour,100%,"June 4, 2017",house,,1800,6,,Long Beach,CA
4500893ha,Charming Pool Disney Home 3 Mi- Sleep 12.,,,"Stanton, CA, USA",5,,289,289,,,200,15.0%,2,10,3,2,house,Yes,2017,Within 12 hours,100%,"June 9, 2017",house,,1800,,,Long Beach,CA
1067873,Luxury Retreat **Grand Opening**  Short Walk To Disneyland + Convention Center,33.79215,-117.9225342,"Southwest Anaheim, Anaheim, CA, USA",1,,353,345,,,170,,2,12,4,3,house,Yes,2017,Within an hour,100%,"June 8, 2017",house,,2200,,,Long Beach,CA
37719,Wisteria Beach Cottage from 1150 to 1650 per week,33.66113663,-117.99420929,"Huntington Beach, CA, USA",36,4.9,230,225,,,,,2,5,2,1,house,Yes,2001,Within 12 hours,90%,"June 5, 2017",house,,,5,,Long Beach,CA
386570,Awesome 'On The Strand' Property.,33.8538208,-118.39830017,"Hermosa Beach, CA, USA",28,,200,,,,,,30,6,2,2,condo,Yes,2011,Within a few days,100%,"June 4, 2017",condo,1,,6,building,Long Beach,CA
3497546ha,Beautiful lower oceanfront unit in an amazing location! Close to everything!,33.617875,-117.937083,"Balboa Peninsula, Newport Beach, CA, USA",4,4.5,650,,,,,,3,8,3,2,condo,Yes,2006,Within an hour,,"June 8, 2017",condo,1,1400,8,,Long Beach,CA
597147,Summertime Special until 6/15! 5Bd/3Bth/Pool/Spa/Game Rm! Close to Disney!,33.820116,-117.953928,"Southwest Anaheim, Anaheim, CA, USA",15,4.9,490,575,,,,15.0%,3,13,5,3,house,Yes,2013,,,"June 8, 2017",house,,2800,13,,Long Beach,CA
3997252ha,"Updated, Steps to Sand- Patio, Balcony, & Large Rooftop Deck with BBQ (68412)",33.618304,-117.936766,"Balboa Peninsula, Newport Beach, CA, USA",12,4.9,,,,,,,2,10,4,2,house,Yes,2008,Within a day,,"June 9, 2017",house,,,10,,Long Beach,CA
838665,Stunning Beach Front Condo,33.8159319,-118.389898,"South Redondo, Redondo Beach, CA, USA",0,,333,,,,,,28,6,3,3,condo,No,2016,Within a day,100%,"June 7, 2017",condo,,,6,,Long Beach,CA
880955,"Bright, Airy Beach House In Manhattan Beach - Walk To Beach & Town",33.893847,-118.407198,"Tree Section (Manhattan Beach, CA, USA)",1,,798,795,,,175,,3,8,3,2,house,Yes,2016,Within an hour,100%,"June 2, 2017",house,,1700,8,,Long Beach,CA
4224800ha,Luxury Resort Style Ocean View Estate with Tennis Court,33.7630736,-118.3998861,"Rancho Palos Verdes, CA, USA",1,,799,799,899,,299,9.5%,2,12,5,3,estate,Yes,2016,Within a few hours,100%,"June 8, 2017",estate,,,12,,Long Beach,CA
219274ha,"Between Disneyland & Beach, Very Private pool, spa -  House Orange County betwee",33.705656,-117.966543,"Fountain Valley, CA, USA",19,4.9,301,285,,,165,,1,8,4,3,house,Yes,2000,Within 12 hours,100%,"June 6, 2017",house,,2300,,,Long Beach,CA
3948051ha,"Luxurious Trenton II, 5bd/3bath",33.805231,-117.931416,"Hermosa Village, Anaheim, CA, USA",4,4.8,482,,,,,,3,13,5,3,house,Yes,2015,Within an hour,,"June 9, 2017",house,,,13,,Long Beach,CA
3968045ha,NEWHome!!Walk2DISNEY!!HeatedPool!Parkg!Air Hockey!BBQ!GAME RM!HDTV&Free WIFI!,33.812813,-117.935561,"Hermosa Village, Anaheim, CA, USA",11,4.9,307,304,314,,219,15.0%,3,9,3,2,house,Yes,2015,Within a few hours,90%,"June 9, 2017",house,,1350,9,,Long Beach,CA
728421,Spacious Condo On The Peninsula,33.61946962,-117.93653973,"Balboa Peninsula, Newport Beach, CA, USA",1,,357,340,,,,10.0%,6,10,3,2,condo,Yes,2014,Within a few days,88%,"June 7, 2017",condo,,,10,,Long Beach,CA
760987,Top 3 bed in Newport Beach - 9 Houses to Ocean - Roof Terrace with BBQ & Garage,33.6209096,-117.9383961,"Balboa Peninsula, Newport Beach, CA, USA",6,4.8,291,285,315,,,10.0%,2,8,3,2,condo,Yes,2015,Within a few hours,100%,"June 8, 2017",condo,2,1350,,house,Long Beach,CA
853525,"Well, Hello Beautiful Upstairs Unit! Newly remodeled! Newly Listed!",33.6196503,-117.9380924,"Balboa Peninsula, Newport Beach, CA, USA",1,,350,,,,,,0,8,3,2,house,Yes,2004,Within a day,,"June 8, 2017",house,,,8,,Long Beach,CA
888042,"Cozy, Charmingm Disneyland, Shopping",33.7972211,-117.8898815,"Platinum Triangle, Anaheim, CA, USA",1,,293,235,,,69,10.0%,,9,2,2,apartment,Yes,2016,Within an hour,100%,"June 9, 2017",apartment,3,1020,9,building,Long Beach,CA
933421,Green Two Story Home in Downey,33.940415,-118.104255,"Downey, CA, USA",3,,565,565,565,,,,2,15,5,3,house,Yes,2016,Within a few hours,100%,"June 8, 2017",house,,3531,15,,Long Beach,CA
980031,Gorgeous 3 Bedroom Disney Retreat with a spectacular pool - Walk to Disney,33.8128505,-117.9343913,"Hermosa Village, Anaheim, CA, USA",6,4.3,302,,,,,,3,9,3,2,house,Yes,2006,Within an hour,,"June 9, 2017",house,,1908,9,,Long Beach,CA
608515,Comfort and Elegance in Redondo Beach,33.870272,-118.371081,"North Redondo, Redondo Beach, CA, USA",10,4.9,357,450,,,150,,4,6,3,2,townhome,Yes,2008,Within a day,100%,"May 30, 2017",townhome,,,6,,Long Beach,CA
693341,Walk To Disneyland!  Swim and Fun!  Fireworks View!  Pool & Hot Tub!,33.820054,-117.929051,"Southwest Anaheim, Anaheim, CA, USA",25,4.4,437,,,,,,3,11,4,2,house,Yes,2006,Within an hour,,"June 8, 2017",house,,,11,,Long Beach,CA
729008,"IMPECCABLE 5-STAR BEACH LUXURY! STEPS 2 SAND, TOWN, PARK - LOCK UP UR CAR KEYS",,,"Tree Section (Manhattan Beach, CA, USA)",8,,564,475,525,,150,,7,5,2,1,house,Yes,2015,Within a day,100%,"June 8, 2017",house,,1350,,,Long Beach,CA
923923,"Upscale 5BR Beauty in Anaheim –Perfect for Families, 1 Mile to Disneyland",33.829186,-117.917567,"Anaheim Colony Historic District, Anaheim, CA, USA",11,,466,,,,,,3,17,5,4,house,Yes,2006,Within an hour,,"June 9, 2017",house,,3300,17,,Long Beach,CA
967391,"3BR, 3.5BA Manhattan Beach House w/ Waterfall – Walk to Beach & The Strand",33.8775208,-118.4068635,"Manhattan Beach, CA, USA",11,4.8,445,,,,,,3,9,3,3,house,No,2006,Within an hour,,"June 9, 2017",house,,,9,,Long Beach,CA
998205,New 3 Bedroom Listing! Ride Bikes to the Beach and Harbor! Multi-family Friendly,,,"Huntington Beach, CA, USA",0,,249,249,,,225,8.0%,4,8,3,1,apartment,No,2016,Within 12 hours,100%,"June 8, 2017",apartment,,,,,Long Beach,CA
294024,Burnham Beach Cottage #1- Block to Beach!,33.8384819,-118.38626862,"South Redondo, Redondo Beach, CA, USA",78,4.8,171,150,,,75,,2,4,1,1,cottage,Yes,2010,Within 12 hours,90%,"June 8, 2017",cottage,,,4,,Long Beach,CA
394520ha,Cheery and bright upper unit is a perfect summer getaway! Just steps from beach!,33.616799,-117.936047,"Balboa Peninsula, Newport Beach, CA, USA",1,,661,,,,,,3,10,4,3,condo,Yes,2006,Within an hour,,"June 3, 2017",condo,2,1457,10,,Long Beach,CA
3475044ha,Spectacular Beachfront Private Home. Best Views in the South Bay,33.809637,-118.391368,"Redondo Beach, CA, USA",11,,,3,,,,11.0%,3,16,7,8,house,Yes,2012,Within an hour,100%,"June 7, 2017",house,,7800,16,,Long Beach,CA
3497591ha,Lovely lower unit with spectacular oversized patio right on the sand!,33.627064,-117.951939,"Newport Beach, CA, USA",5,4.6,357,,,,,,3,6,2,2,condo,Yes,2006,Within an hour,,"June 8, 2017",condo,1,932,6,,Long Beach,CA
712424,Summertime Special until 6/15! 4Bd/3Bth Beauty w/Pool/Spa/Game Rm! Disney close,33.816271,-117.945066,"Southwest Anaheim, Anaheim, CA, USA",8,,445,495,,,,15.0%,3,11,4,3,house,Yes,2013,,,"June 8, 2017",house,,2100,11,,Long Beach,CA
852825,"Well, Hello Beautiful! Newly remodeled! Newly Listed!",33.6196503,-117.9380924,"Balboa Peninsula, Newport Beach, CA, USA",3,,,,,,,,0,8,3,2,house,Yes,2004,Within a day,,"June 8, 2017",house,,,8,,Long Beach,CA
4343694ha,Perfectly located and spacious lower unit in the heart of West Newport!,33.616475,-117.935305,"Balboa Peninsula, Newport Beach, CA, USA",2,,143,,,,,,3,6,2,1,condo,Yes,2006,Within an hour,,"June 4, 2017",condo,,,6,,Long Beach,CA
1007790,Luxuriously Remodeled Oceanfront Vacation Home,33.61494,-117.934338,"Balboa Peninsula, Newport Beach, CA, USA",0,,488,,,,,,0,8,3,2,house,Yes,2004,Within a day,,"June 8, 2017",house,,,8,,Long Beach,CA
4517564ha,Spanish-Moorish house 3 bedroom/2 bath & pool & hot tub near LAX,,,"South Los Angeles, Los Angeles, CA, USA",0,,119,150,,,25,,3,6,3,2,house,No,2017,Within 12 hours,100%,"June 7, 2017",house,,,,,Long Beach,CA
215791ha,"Call for deals 3BR/2.5 BA + DEN, Jacuzzi, on-site bike rental,  roof deck.!",,,"Huntington Beach, CA, USA",50,4.6,321,360,,,,,3,12,3,2,house,Yes,2002,,,"May 30, 2017",house,,3000,12,,Long Beach,CA
76959,"Surf City Beach House, Steps to Sand!!! 1 Block to Ocean!",33.66399765,-118.00800323,"Huntington Beach, CA, USA",38,4.8,412,400,,,225,,3,8,3,3,house,Yes,2005,Within a day,90%,"May 18, 2017",house,,,8,,Long Beach,CA
505171,Superclean Ocean View Duplex Steps To The Beach!,33.9039155,-118.419879,"El Porto, Manhattan Beach, CA, USA",2,,300,,,,,,7,2,2,2,apartment,Yes,2013,Within a day,90%,"June 1, 2017",apartment,3,825,2,,Long Beach,CA
644955,10% OFF MAY! Ocean View 30 Seconds to the Beach & Dining! Bikes/WiFi/ Sleeps 10,33.6207646,-117.9386249,"Balboa Peninsula, Newport Beach, CA, USA",22,4.6,275,250,275,,175,10.0%,2,10,3,2,house,Yes,2010,Within an hour,100%,"June 9, 2017",house,,1400,,,Long Beach,CA
679631,Beautiful Mediterranean Villa Near Beach-South Bay Area,33.87598909,-118.37148767,"North Redondo, Redondo Beach, CA, USA",1,,555,500,550,,,,2,10,4,3,house,No,2015,Within 12 hours,100%,"June 9, 2017",house,,2800,,,Long Beach,CA
4173029ha,"5 min Disneyland  **Pool, Large Yard, Modern Decor** 3B/2.5B NEW",33.79522082,-117.92782894,"Southwest Anaheim, Anaheim, CA, USA",24,,299,255,285,,225,15.0%,2,10,3,2,house,Yes,2015,Within an hour,100%,"June 8, 2017",house,,1800,10,,Long Beach,CA
960514,Favorite Family Vacation Beach Home (upper unit),33.612706,-117.931501,"Balboa Peninsula, Newport Beach, CA, USA",0,,235,,,,,,0,8,3,2,house,Yes,2004,Within a day,,"June 8, 2017",house,,,8,,Long Beach,CA
3905376ha,"1BR Condo 1 Mile From Disneyland w /Resort Pool, Mini Golf & WiFi",33.796386,-117.913707,"Anaheim Resort, Anaheim, CA, USA",2,,171,,,,,,1,4,1,1,hotel,Yes,2014,Within an hour,,"June 9, 2017",hotel,,,4,,Long Beach,CA
3994320ha,"Spacious Contemporary Style Lower Guest Apartment, Private Entry, Walk To Beach!",33.85656,-118.392703,"Hermosa Beach, CA, USA",8,4.8,116,,,,,,30,3,1,1,apartment,Yes,2015,Within a day,100%,"June 4, 2017",apartment,1,750,3,building,Long Beach,CA
754106,10% OFF MAY!  Sleeps 14 Whole House!  30 Seconds to Beach/Dining  Parking/WiFi,33.6210626,-117.9387815,"Balboa Peninsula, Newport Beach, CA, USA",3,4.7,435,329,354,,350,10.0%,2,14,4,3,house,Yes,2010,Within an hour,100%,"June 9, 2017",house,,1825,,,Long Beach,CA
947976,"Sunset Beach Ohana Home - Panoramic Views, Amazing Location",,,"Sunset Beach, Huntington Beach, CA, USA",0,,571,,,,200,,5,10,3,3,house,Yes,2015,Within a few hours,100%,"June 8, 2017",house,,2300,10,,Long Beach,CA
1040074,"Nice, Spacious House 5 Beds, 2 Baths, Sleep 10+ Near Everywhere So. California",,,"Riverview West, Santa Ana, CA, USA",1,,245,235,275,,175,11.0%,2,10,3,2,house,Yes,2016,Within an hour,100%,"June 8, 2017",house,,1350,,,Long Beach,CA
1041123,Newly Remodeled Beach 4plex ~ Pets Allowed ~ 2 Miles to the Beach!!,33.6381157,-117.9279911,"Westside Costa Mesa, Costa Mesa, CA, USA",1,,127,119,139,,100,9.0%,2,4,2,1,apartment,No,2017,Within a few hours,100%,"June 8, 2017",apartment,,,,,Long Beach,CA
4500643ha,Close to the Beach - 54' Luxury Yacht - Seal Beach/Huntington Beach  - Sleeps 13,,,"Huntington Harbour (Huntington Beach, CA, USA)",0,,285,279,299,,100,,,13,2,2,yacht,No,2017,Within 12 hours,100%,"June 7, 2017",yacht,,700,,,Long Beach,CA
1074016,"Newly Remodeled 2Bd Home. Quiet Area Close To Beaches, Disneyland ,",,,"Mesa Verde, Costa Mesa, CA, USA",1,,176,155,,,95,,3,6,2,1,house,Yes,2014,Within an hour,100%,"June 8, 2017",house,,900,,,Long Beach,CA
3000640ha,"Brand New Beautiful Ocean Front Single Family, Best Beach Location (68384)",33.615048,-117.934441,"Balboa Peninsula, Newport Beach, CA, USA",15,4.5,,,,,,,7,8,4,4,house,Yes,2008,Within a day,,"June 9, 2017",house,,,8,,Long Beach,CA
422309,Ocean View Gem,33.7148896,-118.0682615,"Sunset Beach, Huntington Beach, CA, USA",2,,500,,,,,,7,6,2,2,townhome,Yes,2012,Within a few days,90%,"May 16, 2017",townhome,,1500,6,,Long Beach,CA
562892,Beautiful Beach Home In Downtown Huntington Beach W/ Saltwater Pool & Spa,,,"Yorktown, Huntington Beach, CA, USA",5,4.2,,,,,400,,5,14,6,4,house,Yes,2014,Within 12 hours,100%,"June 8, 2017",house,,3000,14,,Long Beach,CA
845493,Luxury Park Viridian! Close to Disneyland!,33.80389148,-117.8930783,"Platinum Triangle, Anaheim, CA, USA",1,,145,140,,,,15.0%,30,4,2,2,apartment,Yes,2015,Within a few days,80%,"June 2, 2017",apartment,5,992,4,building,Long Beach,CA
871712,***Grand Opening!**Pool**+ WiFi+Game Room!**Summer Sale!**,33.823173,-117.933579,"Southwest Anaheim, Anaheim, CA, USA",4,4.5,446,,,,,,3,13,5,2,house,Yes,2006,Within an hour,,"June 8, 2017",house,,1850,13,,Long Beach,CA
893543,"Lux Family 3 Bed Costa Mesa - 10min beach- A/C, WiFi, Yard / Patio w BBQ -Garage",33.65754179,-117.91115632,"Costa Mesa, CA, USA",8,,295,210,230,,,,2,8,3,2,condo,Yes,2015,Within an hour,100%,"June 8, 2017",condo,1,1100,,house,Long Beach,CA
1024818,City approved ! 10 Houses from  the Beach,33.7389283,-118.1008709,"Old Towne, Seal Beach, CA, USA",2,,200,200,,,150,12.0%,4,4,1,1,house,Yes,2008,Within 12 hours,100%,"June 7, 2017",house,,700,,,Long Beach,CA
278928ha,Beachfront luxury home awaits your visit.,33.6120986,-117.9315454,"Balboa Peninsula, Newport Beach, CA, USA",4,,,,,,,10.0%,7,8,3,4,house,Yes,2009,Within 12 hours,90%,"June 9, 2017",house,,3000,8,,Long Beach,CA
318001,Newport Beach Oceanfront/Boardwalk 4 Bedroom Vacation Home,33.61290359,-117.93249512,"Balboa Peninsula, Newport Beach, CA, USA",11,4.9,447,,,,,10.0%,7,8,4,2,house,Yes,2010,Within a few days,70%,"June 2, 2017",house,,,8,,Long Beach,CA
427127,BEACHFRONT *LAST MINUTE DISCOUNT*Seal Beach's ONLY Licensed Weekly rental:,33.73792,-118.103328,"Old Towne, Seal Beach, CA, USA",25,,500,,,,,12.0%,6,6,3,2,townhome,Yes,2012,Within a few hours,100%,"June 7, 2017",townhome,1,,6,,Long Beach,CA
3497542ha,Amazing location!This upper unit has amazing views & on a great part of the sand,33.61639173,-117.93565983,"Balboa Peninsula, Newport Beach, CA, USA",0,,471,,,,,,3,8,3,2,apartment,Yes,2006,Within an hour,,"June 8, 2017",apartment,2,1150,8,,Long Beach,CA
3523856ha,Spacious and cute upper unit located just 3 houses from the beach!,33.623378,-117.943496,"Newport Beach, CA, USA",3,4.3,214,,,,,,1,10,4,2,condo,Yes,2006,Within an hour,,"June 8, 2017",condo,2,1490,10,,Long Beach,CA
469644,"PARADISE AWAITS PRIVATE GUEST HOUSE QUIET AREA SAND SECTION! EASY BEACH TO ALL,",33.8956936,-118.4126885,"Gas Lamp Section, Manhattan Beach, CA, USA",10,4.9,143,,,,,,7,2,1,1,cottage,Yes,2013,Within 12 hours,100%,"May 30, 2017",cottage,,500,2,,Long Beach,CA
3904847ha,"ONE HOUSE FROM SAND! - Upgraded 3-Level Townhouse, Ocean Views from Roofdeck!",33.6284562,-117.9541881,"Newport Beach, CA, USA",12,3.8,379,,,,,,2,10,3,3,townhome,Yes,2015,Within an hour,,"June 8, 2017",townhome,,2000,10,,Long Beach,CA
783190,Summertime Special until 6/15! HUGE 4Bed/3Bth/Pool /Spa! Close to Disney & ACC,33.806255,-117.939739,"Hermosa Village, Anaheim, CA, USA",3,4.7,415,515,,,,15.0%,3,11,4,3,house,Yes,2013,,,"June 8, 2017",house,,2900,11,,Long Beach,CA
4086660ha,Best Home in Anaheim 8Beds Sleep 9- Pool,,,"Hermosa Village, Anaheim, CA, USA",2,4.5,375,369,389,,,15.0%,3,9,3,2,house,Yes,2015,Within an hour,100%,"June 8, 2017",house,,,,,Long Beach,CA
4172769ha,Luxurious Suite - Steps away from the Hermosa Beach Strand and Pier,33.86124206,-118.40030683,"Hermosa Beach, CA, USA",1,,105,105,,,150,,4,2,1,1,studio,Yes,2016,Within an hour,100%,"June 6, 2017",studio,2,,2,building,Long Beach,CA
981693,"Cozy guest house , Disney knott family friendly",33.8488339,-117.986224,"Northwest Anaheim, Anaheim, CA, USA",1,,114,130,,,30,,,4,2,1,guest house,Yes,2016,Within an hour,100%,"June 5, 2017",guest house,,,4,,Long Beach,CA
1020581,"Beautiful house in luxury  guarded  24/7 complex, minutes from the beach",33.679837,-118.02484,"Huntington Beach, CA, USA",0,,700,700,,,200,,7,8,3,2,house,Yes,2017,Within a day,100%,"May 27, 2017",house,,3250,,,Long Beach,CA
4502263ha,Beautiful fully remodel House!5mins to Disney!,33.7673451,-117.9112193,"Garden Grove, CA, USA",2,,291,269,289,,170,,2,10,4,2,house,Yes,2017,Within an hour,100%,"June 7, 2017",house,,1300,,,Long Beach,CA
490909,Burnham Beach Cottage #3- Block To Beach!,33.839314,-118.386379,"South Redondo, Redondo Beach, CA, USA",17,4.9,246,225,,,100,,2,6,2,1,cottage,Yes,2010,Within 12 hours,90%,"June 7, 2017",cottage,,,6,,Long Beach,CA
3836055ha,Disney/ Knott's /Hollywood /Beaches Home!,,,"Southeast Anaheim, Anaheim, CA, USA",65,4.9,287,172,,,,18.0%,3,9,3,2,house,Yes,2014,Within an hour,100%,"June 8, 2017",house,,,,,Long Beach,CA
801094,All New!  Walk to Conv Center & D'Land!**Pool***,33.797409,-117.9227,"Convention Center, Anaheim, CA, USA",8,4.1,267,,,,,,3,9,3,2,townhome,Yes,2006,Within an hour,,"June 8, 2017",townhome,,1350,9,,Long Beach,CA
1030405,Cozy Cottage Close to Beach,,,"Huntington Beach, CA, USA",1,,260,245,,,100,8.0%,2,6,2,1,cottage,Yes,2017,Within 12 hours,100%,"June 8, 2017",cottage,,,,,Long Beach,CA
460066,Clean & Classy! 2 HOUSES FROM SAND!  THE BEST VALUE IN NEWPORT!,33.624024,-117.944639,"Newport Beach, CA, USA",7,,325,325,,,,10.0%,5,6,2,2,condo,Yes,2013,Within an hour,100%,"June 6, 2017",condo,2,1200,6,building,Long Beach,CA
615592,Remodeled Pool Home! Walk To Convention Center And Disneyland,33.799302,-117.924556,"Convention Center, Anaheim, CA, USA",5,,329,329,,,185,15.0%,3,9,3,2,house,Yes,2014,Within a day,100%,"June 5, 2017",house,,,,,Long Beach,CA
